Crypto Scam URL,Scam Type
https://mantao.network/?&url=https://manta.network/about.html&gclid=CjwKCAiA7t6sBhAiEiwAsaieYmZ7tuWtP03dhdwSIoX6Cg7pKa07jQb0ynBMcTJ7lhlJQ_RZW5l3TRoCRjUQAvD_BwE,"Fraudulent Trading Platform

Hacking

Imposter Scam

Crypto Wallet Drainer Attack"
http://www.darwave.com/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://trustedstations.com/,"Fraudulent Trading Platform

Advance Fee Scam"
http://good-bookingline.com/,"Fraudulent Trading Platform

Crypto Job Scam"
https://bitcoinified.com/,"Fraudulent Trading Platform

Advance Fee Scam"
http://bakktunt.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Advance Fee Scam

Imposter Scam"
http://bakktexe.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Advance Fee Scam

Imposter Scam"
https://micavhe.top,"Fraudulent Trading Platform

Asset Recovery Scam

Imposter Scam"
https://e.fidelityopt.com,"Romance Scam

Fraudulent Trading Platform"
http://cyruptagdfx.top/,"Pig Butchering Scam

Fraudulent Trading Platform

Signal Selling Scam"
http://safepalesa.com/,Fraudulent Trading Platform
http://loomoptionsmarket.com/,"Pig Butchering Scam

Fraudulent Trading Platform"
http://cglobalw.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
ethernet035.com,"Pig Butchering Scam

Fraudulent Trading Platform

Liquidity Mining Scam"
http://ethereumxcorp.com/,Fraudulent Trading Platform
http://wmt-exchange.org/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://ccy-space.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Liquidity Mining Scam"
https://lidcoin.vip/#/home,Fraudulent Trading Platform
h5.lidcoin.vip,Fraudulent Trading Platform
https://legalcryptocoinstrade.com/,"Fraudulent Trading Platform

Advance Fee Scam"
https://www.vexjex.cc/login/reg.html?t=1&c=914529,"Pig Butchering Scam

Fraudulent Trading Platform"
https://apyeth.gifts/,"Identity Theft

Hacking"
http://getbonusx2.com/,"Fraudulent Trading Platform

Imposter Scam

Livestream Scam"
https://getbonusx2.com/,"Fraudulent Trading Platform

Imposter Scam

Livestream Scam"
https://getx2.net/?__cf_chl_tk=cgXuBo5NxQrxr3dAbgcCyGj9XCQQne8TM2C7_yRTmwM-1691297976-0-gaNycGzNC3s,"Fraudulent Trading Platform

Imposter Scam

Livestream Scam"
CDFXTrade.online,"Romance Scam

Imposter Scam

Pig Butchering Scam

Advance Fee Scam"
Comericafinancialbk.com,"Romance Scam

Imposter Scam

Pig Butchering Scam

Advance Fee Scam"
http://bitso-crypto.top/,"Romance Scam

Pig Butchering Scam

Fraudulent Trading Platform"
https://bytobit.com/,"Fraudulent Trading Platform

High Yield Investment Program"
svcoin.space,"Bitcoin Mining Scam

Identity Theft

Advance Fee Scam"
my-minings.top,"Bitcoin Mining Scam

Identity Theft

Advance Fee Scam"
/cdn-cgi/l/email-protection,"Fraudulent Trading Platform

Pig Butchering Scam"
https://www.ceggcc.vip/,"Fraudulent Trading Platform

Pig Butchering Scam"
https://mobile.coinbaseltdus.com/#/Product,"Fraudulent Trading Platform

Pig Butchering Scam"
https://www.exnow.com/,"Fraudulent Trading Platform

Pig Butchering Scam

Advance Fee Scam"
https://www.kenskrksr.com/,"Fraudulent Trading Platform

Pig Butchering Scam

Asset Recovery Scam

AI Investment Scam"
http://firstmining.top/,"Liquidity Mining Scam

Advance Fee Scam"
https://firstmining.top/account/,"Liquidity Mining Scam

Advance Fee Scam"
http://mindstoneltd.org/,Fraudulent Trading Platform
http://whitcoinpro.net/,Fraudulent Trading Platform
https://coinproxus.com/,"Hacking

Identity Theft

Fraudulent Trading Platform"
www.coinproxus.com,"Hacking

Identity Theft

Fraudulent Trading Platform"
http://xcoin-trading.com/,Fraudulent Trading Platform
https://xcoin-trading.com,Fraudulent Trading Platform
http://sundell-fx.com/,"Pig Butchering Scam

Fraudulent Trading Platform"
http://fxalliance-trader.com/,Fraudulent Trading Platform
http://fxalliance-traders.com/,Fraudulent Trading Platform
https://drwaps.com,"Pig Butchering Scam

Fraudulent Trading Platform"
Spotalertweb.com,"Fraudulent Trading Platform

Hacking"
fpmotc.vip,"Romance Scam

Pig Butchering Scam

Fraudulent Trading Platform"
https://bitcoin-win.com/app/#/,"Fraudulent Trading Platform

Advance Fee Scam"
https://url6652.creators.gumroad.com,"Identity Theft

Imposter Scam"
https:/www.bityardpro.com,"Fraudulent Trading Platform

Advance Fee Scam"
www.bityardit.com,"Fraudulent Trading Platform

Advance Fee Scam"
moodyfx.com,"Pig Butchering Scam

Fraudulent Trading Platform"
https://us.gocoinoptions.com,"Fraudulent Trading Platform

Advance Fee Scam"
https://justtice.com/,"Fraudulent Trading Platform

Asset Recovery Scam"
julysil-support.com,"Fraudulent Trading Platform

Asset Recovery Scam"
julysil-bit.com,"Fraudulent Trading Platform

Asset Recovery Scam"
julysil-coin.com,"Fraudulent Trading Platform

Asset Recovery Scam"
julysil-pro.com,"Fraudulent Trading Platform

Asset Recovery Scam"
julysilcoin.com,"Fraudulent Trading Platform

Asset Recovery Scam"
julysilpro.com,"Fraudulent Trading Platform

Asset Recovery Scam"
juzhiju.com,"Fraudulent Trading Platform

Asset Recovery Scam"
http://mt7coin.com/,"Fraudulent Trading Platform

Asset Recovery Scam"
https://pinance.io/,Fraudulent Trading Platform
https://appradiantcapital.com/,"Hacking

Imposter Scam"
https://www.google.com/aclk?sa=l&ai=DChcSEwjX3KbR-vH9AhUILa0GHUAmB9YYABAAGgJwdg&sig=AOD64_3VG8JOtxYHxxUcNG1lhcoQPu1MwA&q&adurl&ved=2ahUKEwil6pzR-vH9AhXsDkQIHbCKAcUQ0Qx6BAgJEAE.,"Hacking

Imposter Scam"
https://www.uobvip.com/#/home,"Fraudulent Trading Platform

Asset Recovery Scam"
www.dahuatop.com,"Fraudulent Trading Platform

Asset Recovery Scam"
http://www.dahuagvip.com/,"Fraudulent Trading Platform

Asset Recovery Scam"
chonghingvip.com,"Fraudulent Trading Platform

Asset Recovery Scam"
https://bitcoinvestcloud.com/,"Fraudulent Trading Platform

Pig Butchering Scam"
https://bitcoinvestcloud.com/c_login/user/dashboard.php,"Fraudulent Trading Platform

Pig Butchering Scam"
https://unixfxtrades.live/,"Pig Butchering Scam

Fraudulent Trading Platform

Bitcoin Mining Scam"
https://crystallinkzen.com/,"Fraudulent Trading Platform

Bitcoin Mining Scam"
http://coinrus.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
https://www.coinrus.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
http://coinrus.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
https://www.coinrus.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
http://cmecoinvip.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam"
http://fileserverj.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam"
http://bitglobaloptions.com/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://bitglobaloptn.com/,"Pig Butchering Scam

Fraudulent Trading Platform"
http://www.kubhc.vip,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
https://www.kubkhy.vip/download,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
coinhakoxds.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
hkselead.com,"Pig Butchering Scam

Imposter Scam"
https://hkselead.com/en/,"Pig Butchering Scam

Imposter Scam"
http://coppercrypto.info/,"Pig Butchering Scam

Imposter Scam"
http://www.file-coinfo.com/,Fraudulent Trading Platform
https://www.file-coinfo.com,Fraudulent Trading Platform
https://wincoining.com/#/,"Pig Butchering Scam

Fraudulent Trading Platform

High Yield Investment Program

Signal Selling Scam"
https://doexurd.com/#/home,"Pig Butchering Scam

Fraudulent Trading Platform

High Yield Investment Program

Signal Selling Scam"
https://pbexurd.com/#/home,"Pig Butchering Scam

Fraudulent Trading Platform

High Yield Investment Program

Signal Selling Scam"
http://defi.wallet-usdt-eth.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Liquidity Mining Scam"
http://defi.wallet-usdt-eth-erc20.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Liquidity Mining Scam"
http://usdcde.site/,Imposter Scam
http://thebigmars.com/,"Fraudulent Trading Platform

Crypto Giveaway/Airdrop Scam

Advance Fee Scam"
https://www.bybpoz.com/download,"Pig Butchering Scam

Fraudulent Trading Platform"
http://bybpoz.com/,"Pig Butchering Scam

Fraudulent Trading Platform"
http://imxofz.vip/download,"Pig Butchering Scam

Fraudulent Trading Platform"
http://asproex.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Advance Fee Scam

High Yield Investment Program"
https://www.energisetrade.com/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://t.me/lisareviews,Advance Fee Scam
https://liquldohn.com/#/home,"Pig Butchering Scam

Fraudulent Trading Platform"
https://liquldohn.com/h5,"Pig Butchering Scam

Fraudulent Trading Platform"
http://mineslots.site/,"Bitcoin Mining Scam

Advance Fee Scam"
https://redparnet.site/,"Bitcoin Mining Scam

Advance Fee Scam"
pro-btmining.site,"Bitcoin Mining Scam

Advance Fee Scam"
http://a16zcrypto.buzz/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
a16zcrypto.buzz,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
a16zcrytpo.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
A16Zcrypto.cc/H5/#,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
http://bcgmts.vip/,"Pig Butchering Scam

Fraudulent Trading Platform"
http://bcgros.vip/,"Pig Butchering Scam

Fraudulent Trading Platform"
http://bcgmnt.vip/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://changellytrade.com/#/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
http://icexax.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam

Investment Group Scam"
http://icexas.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam

Investment Group Scam"
https://i-cex.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam

Investment Group Scam"
icetrade.cc,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam

Investment Group Scam"
Icexas.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam

Investment Group Scam"
Icextee.top,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam

Investment Group Scam"
https://user.fcrown.info/,"Romance Scam

Pig Butchering Scam

Fraudulent Trading Platform"
http://foundrypro.net/,"Pig Butchering Scam

Fraudulent Trading Platform"
http://h5.opensoilx.com/#/pages/auth/register,"Fraudulent Trading Platform

Imposter Scam"
https://247tradegrowth.net/faq.php,"Liquidity Mining Scam

Pig Butchering Scam

Fraudulent Trading Platform"
https://247tradegrowth.net,"Liquidity Mining Scam

Pig Butchering Scam

Fraudulent Trading Platform"
/cdn-cgi/l/email-protection,"Pig Butchering Scam

Imposter Scam"
https://hoo.com/,Fraudulent Trading Platform
https://bac-snx.com/bakery/BAKEV2/SNX,"Liquidity Mining Scam 

Fraudulent Trading Platform

High Yield Investment Program"
https://benitorevilla.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Advance Fee Scam

Imposter Scam"
http://rapidforextrade.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Bitcoin Mining Scam"
https://dapps-eth.io/,"Pig Butchering Scam

Fraudulent Trading Platform"
manapool-eth.com,"Pig Butchering Scam

Fraudulent Trading Platform"
www.manapool-eth.info,"Pig Butchering Scam

Fraudulent Trading Platform"
http://eth-finance.io/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://www.hydefieco.com,"Liquidity Mining Scam

Pig Butchering Scam

Fraudulent Trading Platform

Advance Fee Scam"
https://osoptionexchange.com/,Fraudulent Trading Platform
http://tahoe-dex.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam"
https://Tahoe-dex.com/dist,"Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam"
https://HodlSoftLtd.com,"Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam"
https://hodlsoftltd.com/education.html,"Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam"
www.fun-eth.com,"Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam"
Privmoney.com,Fraudulent Trading Platform
https://airdrop-strategy.com/,"Pig Butchering Scam

Giveaway/Airdrop Scam

Advance Fee Scam

Imposter Scam"
https://www.youtube.com/user/ralowe666,"Pig Butchering Scam

Giveaway/Airdrop Scam

Advance Fee Scam

Imposter Scam"
https://mobile.coinbaseltdus.com/pc.html,"Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam

Imposter Scam"
https://obgfx.cc/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://uniswap.llc/,"Fraudulent Trading Platform

Pig Butchering Scam

Liquidity Mining Scam

Imposter Scam"
Voyanx.com/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://penzolead.com,"Pig Butchering Scam

Fraudulent Trading Platform"
http://eth-wintermute.net/,"Fraudulent Trading Platform

Pig Butchering Scam

Imposter Scam"
https://unisonfx.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Signal Selling Scam"
www.reliableoptiontrade.com,"Pig Butchering Scam

Fraudulent Trading Platform

Advance Fee Scam"
http://rbhoodc.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
http://rbhoodz.com/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
http://rbhoodd.xyz/,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
http://infinityoption.net/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://gechains.com/,Fraudulent Trading Platform
https://tonyalinberker.com/,"Fraudulent Trading Platform

Advance Fee Scam"
https://www.mu-fgpro.info/,"Pig Butchering Scam

Fraudulent Trading Platform

Advance Fee Scam"
https://trade1960.com/,"Pig Butchering Scam

Fraudulent Trading Platform"
rakutenetopd.com/h5,"Pig Butchering Scam

Imposter Scam

Fraudulent Trading Platform

Romance Scam"
dcex-exchange.com,Fraudulent Trading Platform
https://www.dcex-exchange.com/mobile/index.html,Fraudulent Trading Platform
Zcorg01.com,"Pig Butchering Scam

Fraudulent Trading Platform"
FTXbuy66.com,"Pig Butchering Scam

Fraudulent Trading Platform"
https://sunbitproa.com/,Fraudulent Trading Platform
https://simexkyc.com/#/home,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
www.simexrue.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
simexyum.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
simexdef.com/app,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
fx-yongying.com,"Pig Butchering Scam

Fraudulent Trading Platform"
CoinMicro.org,"Liquidity Mining Scam

Pig Butchering Scam"
cmecrypto.com,"Pig Butchering Scam

Liquidity Mining Scam

Romance Scam

Imposter Scam"
cme886.cuz,"Pig Butchering Scam

Liquidity Mining Scam

Romance Scam

Imposter Scam"
cmebuy.com,"Pig Butchering Scam

Liquidity Mining Scam

Romance Scam

Imposter Scam"
xcmerde3.top,"Pig Butchering Scam

Liquidity Mining Scam

Romance Scam

Imposter Scam"
https://cointrademining.com,"Pig Butchering Scam

Fraudulent Trading Platform

High Yield Investment Program"
https://m.coinlist.vip/home,"Fraudulent Trading Platform

Imposter Scam"
https://m.coinlistro.com,"Fraudulent Trading Platform

Imposter Scam"
https://coindcx.win,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
Coinworldage.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
Coinworldlin.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
coinbasetv.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
https://coinftx.io,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
bxbcc.com,"Pig Butchering Scam

Fraudulent Trading Platform

Investment Group Scam"
https://coinbase.ii36vip,"Pig Butchering Scam
Imposter Scam
Fraudulent Trading Platform"
https://247cryptobase.com,"Pig Butchering Scam

Liquidity Mining Scam

Imposter Scam"
fitbela.org,"Pig Butchering Scam

Liquidity Mining Scam

Imposter Scam"
fitbelaepro.com.tw,"Pig Butchering Scam

Liquidity Mining Scam

Imposter Scam"
fitbela.com,"Pig Butchering Scam

Liquidity Mining Scam

Imposter Scam"
fitbela.xyz,"Pig Butchering Scam

Liquidity Mining Scam

Imposter Scam"
Antrush.com,"Pig Butchering Scam

Fraudulent Trading Platform"
www.cryptocurrencybtx.com,"Pig Butchering Scam

Fraudulent Trading Platform"
www.cryptocurrencybitcore.com,"Pig Butchering Scam

Fraudulent Trading Platform"
https://apexelitetrades.net,"Pig Butchering Scam

Fraudulent Trading Platform"
https://altcoins-exchange.com,"Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam"
bitstampnd.info,"Imposter Scam

Fraudulent Trading Platform"
trader.bfy-c.co,"Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam"
https://www.decurretbit.com/p/pc,"Imposter Scam

Pig Butchering Scam"
https://bitstackoption.com,"Imposter Scam

Pig Butchering Scam

Fraudulent Trading Platform"
https://tokenswap.net,"Pig Butchering Scam

Fraudulent Trading Platform"
https://www.crm.stunwill.com,Fraudulent Trading Platform
CoinWpro.xyz,"Fraudulent Trading Platform

Liquidity Mining Scam"
https://poloina.com/EfyF.html,Fraudulent Trading Platform
https://www.helius.pro/en/,"Pig Butchering Scam

Fraudulent Trading Platform"
https://user.helius.pro/,"Pig Butchering Scam

Fraudulent Trading Platform"
tesbtcinge.com,"Pig Butchering Scam.

Romance Scam

Fraudulent Trading Platform"
www.natsle.com,"Pig  Butchering Scam 

Fraudulent Trading Platform"
HGEex.com,"Pig Butchering Scam 

Fraudulent Trading Platform"
daoftxdex.com,"Imposter Scam 

Fraudulent Trading Platform"
solanaftxdex.com,"Imposter Scam 

Fraudulent Trading Platform"
bybitdex.com,"Imposter Scam 

Fraudulent Trading Platform"
sswapep.vip,"Pig Butchering Scam 

Fraudulent Trading Platform"
https://marketcap.cc/mobile,"Pig Butchering Scam 

Fraudulent Trading Platform"
https://kacofinance.io,"Imposter Scam

Pig Butchering Scam

Fraudulent Trading Platform"
SantanMarkets.co,"Imposter Scam

Pig Butchering Scam

Fraudulent Trading Platform"
rudolfstarkeps.com,Fraudulent Trading Platform
api.scbtrader.com,"Pig Butchering Scam

Fraudulent Trading Platform"
jexwallet.xyz,"Imposter Scam

Pig Butchering Scam

Romance Scam

Fraudulent Trading Platform"
